distance,node,tag,rssi,date_time
150,376A73,2D341E34,-107,2022-09-19T02:16:10.000000Z
150,377756,2D341E34,-102,2022-09-19T02:16:10.000000Z
150,376A73,55332D78,-99,2022-09-19T02:16:29.000000Z
150,377756,55332D78,-102,2022-09-19T02:16:29.000000Z
150,377756,55332D78,-99,2022-09-19T02:16:34.000000Z
150,377756,55332D78,-100,2022-09-19T02:16:55.000000Z
150,377756,55332D78,-101,2022-09-19T02:17:11.000000Z
150,377756,2D341E34,-99,2022-09-19T02:17:12.000000Z
150,376A73,2D341E34,-104,2022-09-19T02:17:12.000000Z
150,376A73,55332D78,-97,2022-09-19T02:17:16.000000Z
150,377756,55332D78,-102,2022-09-19T02:17:16.000000Z
